assembly_00009	gnl|TC-DB|Q5G3M3|3.A.7.19.1	55.7	174	52	3	1	173	1	150	1.3e-43	172.9
assembly_00014	gnl|TC-DB|O34546|2.A.1.2.69	34.5	394	251	3	6	398	5	392	3.3e-58	222.6
assembly_00017	gnl|TC-DB|O54396|3.A.1.121.2	27.0	504	321	11	4	493	4	474	3.9e-40	162.9
assembly_00020	gnl|TC-DB|O50296|3.A.1.114.1	38.8	227	132	3	2	224	5	228	1.6e-41	166.4
assembly_00024	gnl|TC-DB|P46317|4.A.3.2.2	35.6	433	253	7	1	407	1	433	3.9e-70	262.3
assembly_00032	gnl|TC-DB|F2HL56|2.A.3.2.11	41.5	475	263	4	2	462	4	477	3.4e-102	369.0
assembly_00037	gnl|TC-DB|P69937|2.A.7.1.4	39.4	66	40	0	1	66	39	104	5.9e-08	53.1
assembly_00039	gnl|TC-DB|P54176|1.C.113.1.1	44.7	197	108	1	12	208	15	210	5.7e-41	164.5
assembly_00040	gnl|TC-DB|Q7W286|1.B.54.1.5	25.6	625	404	23	461	1041	1074	1681	4.7e-28	124.0
assembly_00047	gnl|TC-DB|P24943|2.A.23.1.2	55.5	416	184	1	8	423	3	417	4.5e-130	461.5
assembly_00049	gnl|TC-DB|WP_084131416.1|9.B.28.5.1	32.5	572	371	8	33	596	34	598	2.5e-78	290.0
assembly_00052	gnl|TC-DB|E1H0W3|2.A.89.3.2	44.3	221	123	0	8	228	9	229	2.5e-42	169.1
assembly_00053	gnl|TC-DB|E1H0W3|2.A.89.3.2	40.9	215	127	0	14	228	14	228	3.2e-42	168.7
assembly_00054	gnl|TC-DB|Q89K67|2.A.55.2.6	44.9	452	222	8	21	471	23	448	1.1e-85	314.3
assembly_00056	gnl|TC-DB|B2GF93|2.A.77.1.3	48.4	188	97	0	1	188	7	194	2.1e-42	169.1
assembly_00066	gnl|TC-DB|Q99ZC8|3.A.1.132.6	37.7	231	144	0	1	231	1	231	1.4e-40	163.3
assembly_00078	gnl|TC-DB|P80874|8.A.5.1.4	38.5	156	75	6	10	145	8	162	7.0e-18	88.2
assembly_00080	gnl|TC-DB|P32011|3.A.1.105.1	36.5	249	154	2	12	258	34	280	3.3e-43	172.2
assembly_00081	gnl|TC-DB|AKM80418|3.A.1.105.21	47.0	149	75	3	1	147	162	308	3.0e-28	121.7
assembly_00082	gnl|TC-DB|P32010|3.A.1.105.1	48.3	143	74	0	1	143	17	159	1.1e-35	146.4
assembly_00090	gnl|TC-DB|P75905|4.D.1.1.3	30.3	419	269	11	29	439	37	440	1.2e-45	181.0
