ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Q88XZ2,1085.1840301108202,-0.02576650807550199,0.0460034979514744,-0.5600988886254069,0.5754119884672935,0.62318204034005
F9UQ80,1033.9139045238637,-0.21616411997152646,0.06164856262785874,-3.5063935111739775,0.00045422314782471267,0.0014003208063518091
Q88XZ3,1053.98169307451,0.020420295658450553,0.06934051634393817,0.2944929852723215,0.7683812228374317,0.8035803626654868
Q88YM5,1073.662515815625,-0.30994695717090326,0.12355790733321803,-2.50851575476283,0.012123956150851786,0.02198287717243794
F9UPM3,1101.6976799280235,-0.4189767208628701,0.08882241830962734,-4.717015465649147,2.3932950420632103e-06,1.214174176642674e-05
Q88XY8,1113.788546131387,0.12446004359206556,0.057414734967349085,2.1677369696619544,0.03017870492408779,0.04881563461553331
F9UMJ6,1202.3750094196528,-0.4900912373570612,0.15206305194474073,-3.222947527944914,0.001268787938243792,0.003426068505284648
Q88VM0,1044.1330185820916,0.03792283181670694,0.10529993258486908,0.36014108352958435,0.7187416309877217,0.7591755713219416
Q88YL7,1026.5179626401641,-0.04581361368123931,0.0480842477533762,-0.9527780057248071,0.340702560386123,0.39971062524918494
Q88UX7,1141.4185686224052,0.18014917782542889,0.059345645515152694,3.0355921864466278,0.0024006382363230597,0.0054930321375547
Q88V89,1123.3059621841203,0.14461759704701355,0.05044792561263592,2.8666708351391663,0.004148142095246497,0.008735448081079887
Q88VX7,1163.905788167661,-0.3410382648494273,0.04512201100688849,-7.558135314433639,4.088885646636345e-14,5.199095736767353e-13
P77886,1083.5431912556958,-2.132207526585403,0.06741533016685228,-31.627932716612236,1.525377903696843e-219,3.0644842085269575e-216
F9ULT0,1114.2928508158213,-0.35158379038286536,0.15885239212660598,-2.2132735030055555,0.02687879524880064,0.04411723828009844
Q88WU9,1165.7794439589484,0.4860952449375685,0.07533141032956817,6.452756463883331,1.0983378839502328e-10,9.511037969206973e-10
Q88VE0,1220.9842822805215,0.015797317968033787,0.12390184023596156,0.12749865488639237,0.8985457377395577,0.9200705336996796
Q88VK7,1134.2292800269936,-0.7665614706580096,0.14405126972284277,-5.321448898943325,1.0294402958493529e-07,6.383165291238735e-07
Q88YH5,1092.6339930995532,-0.08828299402446413,0.07105787405297133,-1.2424097287044085,0.21408542796217522,0.26647932142255887
F9UN60,1103.5612810436157,0.6847103409193909,0.044566402541207445,15.363823460650364,2.861868708805819e-53,1.7967169487471535e-51
F9UN58,1114.9553309037558,-0.03742351918248573,0.05766757880167001,-0.6489524956681894,0.5163690817829709,0.5671872527621589
Q88YY0,1096.3378019407407,-0.11064073235285882,0.09104928278850691,-1.2151741228962751,0.22429968775245435,0.278159304132519
Q88V10,965.4028836042158,0.44629168546641756,0.08749053020512787,5.101028470396218,3.3781273672155164e-07,1.9501890461884977e-06
Q88U29,1239.6773439042893,-1.8073177802750062,0.06405107871166478,-28.216820335078342,3.636256362626845e-175,2.435079677505777e-172
Q88VK1,1178.6500904852346,-0.09185351838489285,0.1248148540277774,-0.7359181653527469,0.4617805015983819,0.5175192305871259
F9ULD9,1103.1286098172002,0.13280152574250972,0.08905286465663605,1.49126618503017,0.13589162316157405,0.1806791998223708
F9UNP5,964.9635144440143,-0.17539925784948998,0.0553052780624946,-3.171474115929586,0.0015166738364111917,0.0039520074414397975
Q88XP6,1097.350381661972,0.11282012574262903,0.19383981886931606,0.5820276060961999,0.5605480862004812,0.6090541401713179
Q88U67,1105.0029793565552,-0.21584423699531513,0.04464897973552111,-4.834247910565296,1.3364994739113352e-06,7.0473161235902155e-06
Q88YE7,1210.2297026351127,-0.3483782186721291,0.06307220008067979,-5.523482900968979,3.3234464950751616e-08,2.2633233927477966e-07
Q88XA9,1125.0985935826673,-0.0017215074659034635,0.07484836723066729,-0.022999933460113184,0.981650326027172,0.9850826698244697
F9UQ86,926.8695403403204,0.3567419675873814,0.04863852199703763,7.334556087232855,2.2245759207955328e-13,2.5538131570732713e-12
Q88Z31,1209.8905783718158,-0.9218053105223702,0.2180151637513755,-4.228170621992134,2.3559910305521435e-05,0.00010006735687905405
F9UMH1,992.1793414339164,0.2748549933818955,0.054361634199644404,5.056047291964844,4.280352324389496e-07,2.4087472884309517e-06
F9UPL0,1144.8117802404804,0.12317264933218795,0.05695241057869258,2.162729339823065,0.030562003090958356,0.04935616094030172
Q88X53,1176.785925604904,0.012278607199960106,0.07972051755265232,0.15402066590762611,0.8775934409743331,0.9032198887896697
F9UNS5,1200.126719876415,-0.21300467244052695,0.10485330817954816,-2.031454001201213,0.04220896121425377,0.06497915944784355
Q88WR2,1098.2479418980195,0.08835654042648454,0.09586733832601203,0.9216542564894642,0.3567089479947603,0.4164022524819717
Q88VS3,1146.126239939114,0.0681755935740242,0.06467304191895369,1.0541578306995332,0.29181066293764635,0.34958116985195675
Q88UU3,1301.2295998590623,0.5772163127488481,0.06972772659940309,8.278146167951924,1.251076063134618e-16,1.8480969197334174e-15
