ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Q88XZ2,939.8675125988597,0.011876113031656792,0.050437160474274205,0.2354635534590469,0.8138489637883695,0.8639870737687311
F9UQ80,1003.1638444424067,-0.2019457006827521,0.04928418471594896,-4.0975761666074595,4.174988138750067e-05,0.00013274673983175667
Q88XZ3,973.9814998835636,0.01977213976278144,0.049858865381596944,0.3965621682614422,0.6916903551260447,0.7589325670228916
Q88YM5,977.0493435432195,-0.3082350218591894,0.05922137531966852,-5.204793373936028,1.9421257964363337e-07,9.010343238274336e-07
F9UPM3,934.1079752226697,-0.02946337846317947,0.05221662729533494,-0.5642528058454619,0.5725820948737386,0.6535088368458399
Q88XY8,905.4961434409455,0.20289810886872447,0.053034971584122084,3.825741822957237,0.0001303788765931379,0.0003750092873692342
F9UMJ6,827.729380796628,-0.14057474454796415,0.053062679716291264,-2.6492206066405086,0.00806776491974259,0.01635586795704117
Q88VM0,981.4524046395885,-0.09586243341253425,0.055055195587026366,-1.7412059368857102,0.08164748697750637,0.12626574508540647
Q88YL7,1002.4993034956688,0.035500386335613275,0.05208648065133935,0.6815662316148523,0.4955132735898259,0.585993025752674
Q88UX7,869.2022033922252,-0.004377108034429404,0.05481262013266708,-0.07985584385192976,0.936351909122022,0.957689022048491
Q88V89,890.1270795479589,0.08473384932942625,0.05354786050255142,1.582394675234296,0.11355949953853339,0.1678176371434682
Q88VX7,868.2230889789057,-0.20329455681794886,0.05232150093595573,-3.885487862184842,0.00010212459566810742,0.00030137686489212126
P77886,1002.4994860219454,-1.5251977896671205,0.06467500868682038,-23.58249068125643,5.8295924228959694e-123,1.125111337618922e-120
F9ULT0,921.8664103811311,-0.13031833153075462,0.05093436463963073,-2.558554179536329,0.01051084400461102,0.02089179086395393
Q88WU9,831.8011857163627,0.28285736829520075,0.057364060537990175,4.930916076066031,8.184489280586222e-07,3.4793093197205742e-06
Q88VE0,789.6403971079864,-0.03346433069010828,0.05813515073944514,-0.575629894555386,0.5648653702265716,0.6494593109944039
Q88VK7,913.990728682677,-0.02280062979094773,0.05161405760120463,-0.441752321956869,0.6586684433055454,0.7293345356165821
Q88YH5,935.0913232879803,0.14290564847832654,0.05330130359841572,2.681091058391565,0.007338254472415306,0.014971280266132708
F9UN60,903.7603396821079,0.21775365742439173,0.0552528671522379,3.941038151457667,8.112971995286339e-05,0.00024409861515752235
F9UN58,912.2304063961282,-0.0375289364461976,0.05051258308244046,-0.7429621325234439,0.4575046068710198,0.5496771957167063
Q88YY0,930.1512301605829,0.3748909595703025,0.05234995058557399,7.161247630167023,7.994608369432429e-13,6.0037331334648204e-12
Q88V10,1051.0076450062031,0.26600363968883894,0.06404226657032706,4.153563793635114,3.273369002286514e-05,0.00010546915149270403
Q88U29,808.2208119663077,-1.773966962972745,0.06931442422908218,-25.59304189139385,1.8234384423322576e-144,7.038472387402513e-142
Q88VK1,837.8668074755991,-0.015045276288262962,0.055562008744997136,-0.270783519676431,0.7865575358925687,0.8438769560279867
