ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Q88XZ2,1074.5228468700227,-0.05577708688253763,0.03590451678525143,-1.5534838476213468,0.12030758517466193,0.1330133367442632
F9UQ80,1014.4107058882119,-0.2206362441851568,0.03666997311478569,-6.0168095431789155,1.7788816696706131e-09,2.6863652562268463e-09
Q88XZ3,1071.1134020363404,0.1445189112726126,0.03595569522422923,4.019360781966652,5.835625198905478e-05,7.65640120744126e-05
Q88YM5,1109.124642134116,-0.3691306791581344,0.048811141851905604,-7.562426633617534,3.956182716243932e-14,6.779136623742799e-14
F9UPM3,1070.777966621047,-0.3613782218974889,0.03561337322920022,-10.14726180448379,3.407910293001953e-24,7.662080188964122e-24
Q88XY8,1096.9165458541734,0.005391172285300692,0.03586402711098354,0.1503225577154892,0.8805101367167081,0.8889127949776912
F9UMJ6,1143.3375576371748,-0.5631877503767713,0.03494979730671927,-16.11419217783262,2.0279677669154302e-58,8.185171107429748e-58
Q88VM0,1066.100014585109,-0.024818787101291456,0.07072138166628728,-0.35093753143008116,0.7256352139391659,0.7422528142583834
Q88YL7,1014.9865530312394,-0.05046669461309761,0.03692051716466906,-1.3669010753021493,0.1716563149197322,0.18670410876009835
Q88UX7,1126.4315383376343,0.09334030030701795,0.036104047926765644,2.5853139929448288,0.00972903518480317,0.011557541797549864
Q88V89,1107.5886411374452,0.07589088684264035,0.03608015070149794,2.1033971690004494,0.0354310657178129,0.04074167167780545
Q88VX7,1154.2491040674633,-0.42300036626546705,0.034247224148151324,-12.351376696563618,4.7884911982087875e-35,1.2816068320106075e-34
P77886,1082.6531866378364,-1.8347822669222944,0.056760247172494366,-32.32512820718331,3.1032144979167557e-229,6.237461140812678e-228
F9ULT0,1055.3630383807467,-0.4834543230575634,0.03650899318140504,-13.242061227363536,5.0153222158173995e-40,1.5068456881603845e-39
Q88WU9,1137.121738599616,0.18496548272888275,0.03672405855265073,5.036629665092722,4.738001937505492e-07,6.66903634060647e-07
Q88VE0,1171.8061561837972,-0.2773931055409184,0.0460011619383927,-6.030132584746849,1.6382521980740393e-09,2.479276474866884e-09
Q88VK7,1083.6422880407733,-0.8899119880017019,0.03545173603953859,-25.102070798710713,4.7210265737322775e-139,4.5841852237690235e-138
