ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Q88XZ2,939.8675125988597,-0.06287680726324309,0.05084853682082379,-1.2365509647761075,0.2162538338789074,0.27806122544056716
F9UQ80,1003.1638444424067,-0.29864028478652577,0.049828419247324285,-5.993372643515324,2.0553313860336065e-09,8.854441015725135e-09
Q88XZ3,973.9814998835636,-0.026488460407654617,0.05012054330736109,-0.5284950772623471,0.5971557628979478,0.6559536837752074
Q88YM5,977.0493435432195,-0.35212259679508107,0.059448272854353675,-5.923176231843941,3.1578211414516216e-09,1.3336093660835075e-08
F9UPM3,934.1079752226697,-0.06277631292082085,0.05241467530533989,-1.197685811370949,0.23103935506512796,0.2933591811024322
Q88XY8,905.4961434409455,0.21206304662178926,0.053022992970638935,3.999454477026929,6.348865800920896e-05,0.00016229550987784542
F9UMJ6,827.729380796628,-0.17808481606997154,0.05331022349085164,-3.340537788226155,0.0008361630087432684,0.0018031224657815731
Q88VM0,981.4524046395885,-0.09567408786582648,0.055084038229539264,-1.7368749812267843,0.0824092403715089,0.11825266462231389
Q88YL7,1002.4993034956688,0.023088925561049047,0.05217336990720907,0.4425423468354251,0.6580967938688507,0.7131537406888725
Q88UX7,869.2022033922252,-0.005963933130516931,0.054853605577582225,-0.10872454176383792,0.9134209757310965,0.9322593776631498
Q88V89,890.1270795479589,0.09815638076167112,0.053514564747468775,1.834199366562425,0.06662440543747554,0.09793229435973175
Q88VX7,868.2230889789057,-0.22664860951038066,0.05248656565206188,-4.318221371404913,1.5729162693541956e-05,4.3367548569337104e-05
P77886,1002.4994860219454,-1.606559019586877,0.06534348082882081,-24.586370349561754,1.7671760003463863e-133,2.1316560504178284e-131
F9ULT0,921.8664103811311,-0.1414483340315497,0.05102824418556739,-2.7719616124192714,0.005571960704971058,0.010430537498151447
Q88WU9,831.8011857163627,0.2669819188666568,0.057469070283741035,4.645662746038724,3.3898640959732737e-06,1.03683640336425e-05
Q88VE0,789.6403971079864,-0.03801456699392901,0.058195038950813655,-0.6532269361664806,0.5136099873664398,0.5796884652732333
Q88VK7,913.990728682677,-0.05654437761007417,0.051821518808519394,-1.0911370201056003,0.27521259531406816,0.3385342950644688
Q88YH5,935.0913232879803,0.3152983813384068,0.05255900761508883,5.998940916987363,1.9860859933672168e-09,8.575270620131383e-09
F9UN60,903.7603396821079,0.20844708060565792,0.05532720757624669,3.7675330047770075,0.000164868749164749,0.00039874271414532024
F9UN58,912.2304063961282,0.009110037938256392,0.050309059620663246,0.18108145942196582,0.8563036372522815,0.8856731081976974
Q88YY0,930.1512301605829,0.3687587671250521,0.05240764123859806,7.03635497438611,1.9733383421313196e-12,1.0819724432708656e-11
Q88V10,1051.0076450062031,0.31660132880194364,0.06389659752692745,4.954901216274008,7.236704513773814e-07,2.3793594057212024e-06
Q88U29,808.2208119663077,-1.9624197821133618,0.07102284485581073,-27.630824787396655,4.744696672774426e-168,1.308180654064949e-165
Q88VK1,837.8668074755991,-0.03905244813045181,0.055721071717933064,-0.7008560123922261,0.4833928781708773,0.552367232012903
F9ULD9,916.9223152529299,0.4126529408421667,0.0511524698310327,8.067116645691705,7.197777513347076e-16,4.908731661045886e-15
F9UNP5,1077.2039661918545,-0.23358370669111367,0.04905321535381988,-4.761842929281577,1.918329713861183e-06,6.029928905133686e-06
Q88XP6,920.2239395555026,0.25489136821589664,0.055560220476865915,4.58765940862362,4.482431373142751e-06,1.3371085858061066e-05
Q88U67,928.2448019689441,-0.38055571920510883,0.05095935629537589,-7.467828223717985,8.152917444966041e-14,4.917228333995143e-13
Q88YE7,819.0762982027936,-0.2118822043490027,0.05588147026843049,-3.7916361779890893,0.00014965804885203228,0.00036562029656255987
Q88XA9,895.6651630613552,0.19963298487372996,0.054483842642007466,3.6640768197177667,0.0002482322810867042,0.0005828324847899502
F9UQ86,1097.465483680567,0.0639754645571378,0.061134288970985246,1.046474337625829,0.295342087095921,0.3600822666425316
